-15.82408, -47.95189, 7.23 
-15.831164, -48.052315, 6.4 
-15.81757, -47.85647, 6.35 
-15.78678, -47.88975, 6.31 
-15.79701, -47.89231, 6.29 
-15.794764, -47.892196, 6.15 
-15.7948, -47.8922, 6.15 
-15.79653, -47.89332, 6.08 
-15.79474, -47.89214, 5.93 
-15.81917, -47.90639, 5.86 
-15.7945, -47.8926, 5.63 
-16.00608, -47.99933, 5.6 
-15.791007, -47.885107, 5.38 
-15.79549, -47.8909, 5.3 
-15.796512, -47.893571, 5.29 
-15.692232, -47.852723, 5.07 
-15.6922, -47.8868, 5.07 
-15.79798, -47.89387, 4.92 
-15.78681, -47.8897, 4.9 
-15.788234, -47.8844, 4.82 
-15.79942, -47.89361, 4.55 
-15.79561, -47.89039, 4.54 
-15.80094, -47.89425, 4.51 
-15.79384, -47.89163, 4.47 
-15.82694, -47.95247, 4.33 
-15.80237, -47.870735, 4.31 
-15.82553, -47.95242, 4.31 
-15.78983, -47.90003, 4.29 
-15.794341, -47.88684, 4.27 
-15.7943, -47.8868, 4.27 
-15.81294, -47.96044, 4.27 
-15.794791, -47.883812, 4.26 
-15.79415, -47.88357, 4.25 
-15.787708, -47.886238, 4.19 
-15.79838, -47.89515, 4.16 
-15.82475, -47.954, 4.16 
-15.69039, -47.85636, 4.13 
-15.85922, -47.99956, 4.12 
-15.800324, -47.886099, 4.08 
-15.79589, -47.89117, 4.07 
-15.790515, -47.901707, 4.07 
-15.790076, -47.900993, 4.06 
-15.79492, -47.89207, 4.05 
-15.795, -47.89208, 4.05 
-15.8395, -47.98694, 4.03 
-15.797819, -47.896827, 3.97 
-15.79681, -47.89506, 3.93 
-15.87, -48.03911, 3.93 
-15.779919, -47.875284, 3.89 
-15.79803, -47.89139, 3.87 
-15.784272, -47.900653, 3.84 
-16.02392, -47.98161, 3.75 
-15.844963, -47.893732, 3.74 
-15.82575, -47.98125, 3.7 
-15.739012, -47.889654, 3.68 
-15.690613, -47.855504, 3.66 
-15.79906, -47.89422, 3.62 
-15.79747, -47.89219, 3.58 
-15.78739, -47.89161, 3.54 
-15.78863, -47.8884, 3.53 
-15.78996, -47.88854, 3.49 
-15.78383, -47.89667, 3.48 
-15.685794, -47.862588, 3.44 
-15.909, -48.05856, 3.44 
-15.78262, -47.89679, 3.38 
-15.79394, -47.88331, 3.35 
-15.813102, -47.912747, 3.33 
-15.826885, -47.929876, 3.33 
-15.80864, -47.96067, 3.32 
-15.801639, -47.926841, 3.3 
-15.79653, -47.893, 3.27 
-15.785166, -47.901208, 3.24 
-15.69043, -47.85782, 3.22 
-15.79664, -47.89284, 3.21 
-15.83468, -48.055909, 3.19 
-15.83784, -48.05356, 3.17 
-15.69064, -47.85797, 3.14 
-15.68933, -47.85772, 3.14 
-15.78694, -47.89903, 3.13 
-15.750948, -47.894388, 3.11 
-15.79764, -47.89667, 3.09 
-15.86619, -48.028766, 3.08 
-15.78678, -47.88396, 3.06 
-15.79117, -47.88625, 3.05 
-15.83825, -47.98483, 3.04 
-15.84445, -48.04061, 3.02 
-15.78286, -47.90144, 3.01 
-15.79555, -47.89056, 2.99 
-15.790569, -47.880992, 2.99 
-15.79586, -47.88983, 2.98 
-15.7334, -47.89699, 2.98 
-15.78214, -47.89689, 2.97 
-15.84143, -48.04165, 2.93 
-15.78414, -47.89675, 2.92 
-15.79522, -47.89158, 2.9 
-15.80325, -47.89516, 2.9 
-15.78798, -47.88814, 2.89 
-15.837484, -48.053633, 2.89 
-15.783353, -47.900378, 2.87 
-15.852, -47.96611, 2.85 
-15.68956, -47.85746, 2.84 
-15.867117, -48.023229, 2.84 
-15.79672, -47.89331, 2.82 
-15.79653, -47.89169, 2.81 
-15.78375, -47.89664, 2.81 
-15.773296, -47.877855, 2.81 
-15.83147, -47.87317, 2.81 
-15.68908, -47.85983, 2.8 
-15.765574, -47.87257, 2.8 
-15.869927, -47.965759, 2.8 
-15.841375, -48.042572, 2.79 
-15.68957, -47.85863, 2.78 
-15.81781, -47.87525, 2.78 
-15.78428, -47.89519, 2.77 
-15.79907, -47.89784, 2.77 
-15.8175, -47.9875, 2.76 
-15.78492, -47.90153, 2.75 
-15.81538, -47.888695, 2.72 
-15.78187, -47.929778, 2.72 
-15.79071, -48.02447, 2.72 
-15.79856, -47.89525, 2.7 
-15.812122, -47.898111, 2.69 
-16.02408, -47.98256, 2.69 
-15.79742, -47.8895, 2.68 
-15.83069, -48.08983, 2.68 
-15.811929, -48.112086, 2.67 
-15.81, -47.95778, 2.66 
-15.79742, -47.89358, 2.65 
-15.78353, -47.89633, 2.65 
-15.7918, -47.88273, 2.65 
-15.79728, -47.89681, 2.64 
-15.7885, -47.90764, 2.62 
-15.779681, -47.887655, 2.62 
-15.7975, -47.89178, 2.61 
-15.686478, -47.866409, 2.61 
-15.83686, -47.95317, 2.6 
-15.800678, -48.112275, 2.6 
-15.79811, -47.89256, 2.59 
-15.79916, -47.89779, 2.59 
-15.78117, -47.89542, 2.59 
-15.82362, -47.97129, 2.57 
-15.79873, -47.933372, 2.56 
-15.79764, -47.89771, 2.55 
-15.79573, -47.88762, 2.55 
-15.79304, -48.02623, 2.55 
-15.822543, -48.06092, 2.52 
-15.79661, -47.89356, 2.51 
-15.792978, -47.942163, 2.5 
-15.78552, -47.8891, 2.49 
