0 0.04114173 0.04013704 7.039558E-05 2.424419E-05 7.171879E-05 0.0008383273
1 0.04090999 0.04003695 5.068826E-05 4.264471E-05 7.744215E-05 0.0007022615
2 0.04049866 0.03973965 4.678526E-05 7.097887E-05 8.661373E-05 0.0005546316
3 0.03992316 0.03925383 4.33472E-05 1.58163E-05 0.0001275163 0.0004826515
4 0.03942839 0.03859331 0.0001359746 1.687738E-05 0.0002156201 0.0004666063
5 0.03918628 0.03777604 0.0003331231 0.0002706892 0.0003219316 0.0004844915
6 0.03938102 0.03682297 0.0008720279 0.0007549307 0.000390704 0.0005403783
7 0.03920155 0.03575682 0.001470548 0.000958299 0.0003964084 0.0006194763
8 0.03826441 0.03460089 0.002085427 0.0004999787 0.0003776959 0.0007004152
9 0.003174356 0.0001689382 0.001687044 6.497581E-05 0.0004454069 0.0008079908
10 0.003723371 0.001174092 0.0005757964 0.0001893586 0.0007590975 0.001025027
11 0.00490079 0.0009952905 0.0002187873 0.0006057548 0.001590283 0.001490674
12 0.00809245 0.000475105 0.001192069 0.0005219661 0.003451187 0.002452122
13 0.0152594 0.001165821 0.002757604 0.0002347033 0.006976353 0.004124915
14 0.02640023 0.002631634 0.004194675 0.0004015249 0.01264229 0.006530101
15 0.03811293 0.002177187 0.004880926 0.000924329 0.02072828 0.00940221
16 0.04991855 0.0004168236 0.005061642 0.001380449 0.03082977 0.01222987
17 0.06292482 0.0007740798 0.004726081 0.0009000316 0.04211806 0.01440656
18 0.07853419 0.00526771 0.003645963 0.0001812014 0.05374273 0.01569659
19 0.09326281 0.01107194 0.002326053 0.0002936227 0.0638712 0.0157
20 0.1037524 0.01394811 0.001295732 0.002065841 0.07180101 0.01464168
21 0.1048786 0.01019867 0.0009211105 0.004671222 0.07642341 0.01266424
22 0.1019053 0.007446667 0.001395036 0.006820747 0.07642438 0.009818495
23 0.09160261 0.004262058 0.002159153 0.006281109 0.07217333 0.006726964
24 0.07695415 0.00222757 0.001947448 0.004738639 0.06421023 0.003830264
25 0.06132679 0.001553949 0.0009617858 0.00361891 0.05360651 0.001585627
26 0.04542096 0.0009805345 0.0003430376 0.002070878 0.04172539 0.0003011241
27 0.03246324 0.0006282551 0.0006461462 0.00116327 0.02996693 5.863774E-05
28 0.02371502 0.0005481808 0.002138386 0.0008468484 0.01952492 0.0006566793
29 0.01827838 0.0005558078 0.004214138 0.0005710645 0.01123387 0.0017035
30 0.01512416 0.0005897649 0.006002031 0.0003609282 0.005440047 0.00273139
31 0.01329615 0.0007943041 0.006883018 0.0002871713 0.001999184 0.003332469
32 0.01217651 0.001388725 0.006653706 0.0003008015 0.0005190052 0.003314269
33 0.01066489 0.00199319 0.005171815 0.0002951329 0.000456409 0.002748344
34 0.009132759 0.002614583 0.003292331 0.0003463445 0.001012864 0.001866636
35 0.008268687 0.003143696 0.001638108 0.0005364395 0.001953349 0.0009970955
36 0.008168663 0.003486183 0.0005080045 0.0008478885 0.002880089 0.0004464984
